customer_id,name,region,signup_date,is_current,effective_from,effective_to,_corrupt_record,ingestion_timestamp,source_file
1004,Customer1004,west,2025-09-19,false,2025-09-19,2025-09-19,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1004,Customer1004,west,2025-09-19,false,2025-09-19,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1004,Customer1004,south,2025-09-19,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10040,Customer10040,north,2024-04-22,true,2024-04-22,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10041,Customer10041,central,2024-08-05,true,2024-08-05,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10042,Customer10042,west,2025-07-27,true,2025-07-27,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10043,Customer10043,south,2024-09-20,true,2024-09-20,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10044,Customer10044,east,2025-08-26,true,2025-08-26,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10045,Customer10045,west,2024-10-03,true,2024-10-03,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10046,Customer10046,central,2024-11-29,false,2024-11-29,2024-11-29,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10046,Customer10046,central,2024-11-29,false,2024-11-29,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10046,Customer10046,south,2024-11-29,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10047,Customer10047,central,2024-08-08,true,2024-08-08,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10048,Customer10048,west,2025-09-24,true,2025-09-24,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10049,Customer10049,central,2025-10-23,true,2025-10-23,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1005,Customer1005,east,2024-12-28,true,2024-12-28,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10050,Customer10050,north,2025-01-06,true,2025-01-06,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10051,Customer10051,east,2024-09-15,true,2024-09-15,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10052,Customer10052,north,2025-09-28,true,2025-09-28,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10053,Customer10053,central,2024-07-27,true,2024-07-27,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10054,Customer10054,central,2025-03-20,true,2025-03-20,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10055,Customer10055,west,2025-01-25,false,2025-01-25,2025-01-25,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10055,Customer10055,west,2025-01-25,false,2025-01-25,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10055,Customer10055,west,2025-01-25,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10056,Customer10056,south,2025-08-11,true,2025-08-11,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10057,Customer10057,west,2024-06-25,true,2024-06-25,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10058,Customer10058,north,2024-11-12,true,2024-11-12,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10059,Customer10059,north,2025-01-15,true,2025-01-15,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1006,Customer1006,east,2024-08-28,false,2024-08-28,2024-08-28,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1006,Customer1006,east,2024-08-28,false,2024-08-28,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1006,Customer1006,west,2024-08-28,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10060,Customer10060,west,2024-07-02,true,2024-07-02,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10061,Customer10061,central,2025-01-08,true,2025-01-08,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10062,Customer10062,east,2025-11-24,true,2025-11-24,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10063,Customer10063,west,2025-01-06,true,2025-01-06,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10064,Customer10064,north,2025-05-23,true,2025-05-23,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10065,Customer10065,north,2024-03-07,false,2024-03-07,2024-03-07,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10065,Customer10065,north,2024-03-07,false,2024-03-07,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10065,Customer10065,south,2024-03-07,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10066,Customer10066,east,2025-04-26,true,2025-04-26,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10067,Customer10067,west,2025-10-06,true,2025-10-06,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10068,Customer10068,central,2025-02-24,true,2025-02-24,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10069,Customer10069,north,2025-03-08,true,2025-03-08,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1007,Customer1007,east,2024-04-21,true,2024-04-21,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10070,Customer10070,east,2024-09-01,true,2024-09-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10071,Customer10071,south,2025-05-14,true,2025-05-14,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10072,Customer10072,central,2025-07-27,true,2025-07-27,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10073,Customer10073,west,2025-06-09,true,2025-06-09,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10074,Customer10074,south,2024-02-05,true,2024-02-05,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10075,Customer10075,north,2025-10-27,false,2025-10-27,2025-10-27,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10075,Customer10075,north,2025-10-27,false,2025-10-27,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10075,Customer10075,east,2025-10-27,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10076,Customer10076,central,2025-03-26,false,2025-03-26,2025-03-26,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10076,Customer10076,central,2025-03-26,false,2025-03-26,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10076,Customer10076,central,2025-03-26,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10077,Customer10077,north,2025-10-12,true,2025-10-12,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10078,Customer10078,east,2024-12-02,true,2024-12-02,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10079,Customer10079,south,2025-06-13,true,2025-06-13,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1008,Customer1008,north,2025-10-14,true,2025-10-14,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10080,Customer10080,east,2024-03-11,true,2024-03-11,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10081,Customer10081,west,2025-11-10,true,2025-11-10,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10082,Customer10082,central,2024-07-01,true,2024-07-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10083,Customer10083,central,2025-03-25,true,2025-03-25,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10084,Customer10084,south,2024-06-03,true,2024-06-03,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10085,Customer10085,central,2024-10-19,true,2024-10-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10086,Customer10086,west,2024-07-23,true,2024-07-23,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10087,Customer10087,north,2024-01-22,true,2024-01-22,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10088,Customer10088,central,2024-09-02,true,2024-09-02,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10089,Customer10089,east,2024-06-19,true,2024-06-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1009,Customer1009,west,2025-01-21,true,2025-01-21,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10090,Customer10090,central,2025-09-19,true,2025-09-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10091,Customer10091,north,2024-08-30,true,2024-08-30,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10092,Customer10092,central,2024-07-13,true,2024-07-13,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10093,Customer10093,south,2025-10-26,false,2025-10-26,2025-10-26,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10093,Customer10093,south,2025-10-26,false,2025-10-26,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10093,Customer10093,west,2025-10-26,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10094,Customer10094,south,2024-06-10,true,2024-06-10,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10095,Customer10095,central,2025-04-30,true,2025-04-30,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10096,Customer10096,central,2025-09-29,true,2025-09-29,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10097,Customer10097,west,2025-02-21,true,2025-02-21,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10098,Customer10098,west,2025-09-28,true,2025-09-28,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10099,Customer10099,east,2025-03-30,false,2025-03-30,2025-03-30,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10099,Customer10099,east,2025-03-30,false,2025-03-30,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10099,Customer10099,central,2025-03-30,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
101,Customer101,west,2024-01-14,true,2024-01-14,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1010,Customer1010,east,2024-11-10,true,2024-11-10,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10100,Customer10100,south,2024-02-17,true,2024-02-17,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10101,Customer10101,south,2025-07-04,true,2025-07-04,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10102,Customer10102,west,2024-11-20,true,2024-11-20,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10103,Customer10103,east,2025-06-21,true,2025-06-21,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10104,Customer10104,east,2025-08-27,true,2025-08-27,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10105,Customer10105,central,2024-04-18,true,2024-04-18,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10106,Customer10106,west,2024-06-12,true,2024-06-12,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10107,Customer10107,central,2025-02-14,true,2025-02-14,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10108,Customer10108,central,2025-09-16,true,2025-09-16,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10109,Customer10109,south,2025-07-24,true,2025-07-24,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1011,Customer1011,west,2024-03-14,true,2024-03-14,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10110,Customer10110,west,2025-02-27,true,2025-02-27,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10111,Customer10111,south,2025-05-22,true,2025-05-22,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10112,Customer10112,west,2024-05-19,true,2024-05-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10113,Customer10113,south,2024-05-20,true,2024-05-20,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10114,Customer10114,south,2025-04-06,true,2025-04-06,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10115,Customer10115,east,2024-11-10,true,2024-11-10,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10116,Customer10116,central,2025-04-08,false,2025-04-08,2025-04-08,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10116,Customer10116,central,2025-04-08,false,2025-04-08,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10116,Customer10116,central,2025-04-08,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10117,Customer10117,north,2025-08-23,true,2025-08-23,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10118,Customer10118,central,2025-09-09,true,2025-09-09,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10119,Customer10119,south,2025-02-14,true,2025-02-14,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1012,Customer1012,west,2025-03-23,true,2025-03-23,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10120,Customer10120,central,2025-01-13,true,2025-01-13,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10121,Customer10121,east,2024-08-20,true,2024-08-20,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10122,Customer10122,central,2024-08-09,true,2024-08-09,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10123,Customer10123,west,2024-10-10,true,2024-10-10,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10124,Customer10124,west,2025-05-01,true,2025-05-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10125,Customer10125,south,2024-06-05,true,2024-06-05,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10126,Customer10126,central,2025-07-03,true,2025-07-03,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10127,Customer10127,south,2024-03-20,false,2024-03-20,2024-03-20,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10127,Customer10127,south,2024-03-20,false,2024-03-20,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10127,Customer10127,central,2024-03-20,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10128,Customer10128,east,2025-08-26,true,2025-08-26,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10129,Customer10129,east,2025-01-08,true,2025-01-08,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1013,Customer1013,south,2024-03-16,false,2024-03-16,2024-03-16,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1013,Customer1013,south,2024-03-16,false,2024-03-16,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1013,Customer1013,north,2024-03-16,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10130,Customer10130,north,2024-08-29,true,2024-08-29,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10131,Customer10131,north,2024-09-19,true,2024-09-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10132,Customer10132,east,2025-08-09,true,2025-08-09,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10133,Customer10133,north,2024-07-15,true,2024-07-15,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10134,Customer10134,west,2025-02-10,true,2025-02-10,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10135,Customer10135,west,2024-04-20,false,2024-04-20,2024-04-20,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10135,Customer10135,west,2024-04-20,false,2024-04-20,2026-01-01,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10135,Customer10135,west,2024-04-20,true,2026-01-01,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10136,Customer10136,south,2025-11-04,true,2025-11-04,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10137,Customer10137,central,2024-07-19,true,2024-07-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10138,Customer10138,east,2025-09-03,true,2025-09-03,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10139,Customer10139,north,2024-02-19,true,2024-02-19,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
1014,Customer1014,central,2025-10-26,true,2025-10-26,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
10140,Customer10140,central,2024-03-12,true,2024-03-12,,,2026-02-17T06:33:07.847Z,file:///opt/spark-apps/data/raw/customers.csv
