transaction_id,customer_id,product_id,amount,status,channel,_corrupt_record,ingestion_timestamp,source_file,transaction_date,year,month
100146,24605,4046,1941.91,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-10,2025,12
100149,29656,1,1046.66,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-09,2025,11
100156,7576,4394,296.34,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-18,2025,4
100157,38471,3559,195.22,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-08,2025,12
100160,42732,4914,995.96,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-12,2025,1
100161,40348,4486,1969.76,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-29,2025,4
100172,9683,1,1229.39,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-30,2025,8
100191,48097,3144,1259.32,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-14,2025,3
100192,34134,1,1768.16,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-08,2025,10
100200,24875,2280,691.01,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-12,2025,8
100208,31261,4566,11.3,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-24,2025,1
100213,4222,1,301.37,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-25,2025,1
100218,12569,4007,1218.79,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-28,2025,6
100222,12017,3295,1023.09,completed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-24,2025,1
100225,30779,2614,56.11,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-01,2025,4
100226,16276,4196,773.14,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-02,2025,6
100227,24464,446,48.24,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-24,2025,7
100236,3961,1075,33.14,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-12,2025,5
100238,27978,2415,413.01,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-28,2025,5
100240,31293,859,649.15,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-04,2025,12
100243,32095,1,159.38,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-19,2025,2
100244,28727,4389,801.83,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-09,2025,12
100254,38245,2546,799.6,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-04,2025,4
100257,5482,2553,927.56,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-16,2025,10
100259,48047,1488,405.3,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-22,2025,11
100262,26386,1,942.09,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-23,2025,6
100263,5378,2462,689.66,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-11,2025,5
100266,42814,4949,698.13,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-02,2025,12
100267,759,1,482.82,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-07,2025,6
100270,43192,3572,1688.7,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-17,2025,10
100271,14247,4992,421.0,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-18,2025,1
100273,18728,1,1420.56,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-27,2025,8
100277,45352,1538,1509.98,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-21,2025,7
100283,38241,4316,822.05,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-29,2025,5
100294,26180,3512,1151.42,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-11,2025,2
100297,36033,4978,1176.45,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-20,2025,6
100298,27663,3054,1901.58,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-13,2025,1
100303,4334,4791,334.58,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-12,2025,10
100305,3840,2200,1084.51,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-09,2025,4
100306,16398,1787,54.96,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-16,2025,9
100312,12879,3901,349.47,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-13,2025,11
100320,32151,4626,738.71,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-17,2025,12
100328,49066,1640,323.29,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-13,2025,11
100332,16371,1,586.38,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-16,2025,9
100346,18221,3816,919.57,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-12,2025,3
100347,44186,263,1515.84,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-30,2025,1
100349,18176,4902,1184.9,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-07,2025,3
100357,43803,3694,1402.84,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-13,2025,12
100359,8229,180,22.1,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-17,2025,3
100360,29876,2978,1664.51,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-14,2025,12
100373,7240,2340,1697.02,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-30,2025,1
10038,6868,4803,432.1,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-05,2025,5
100380,32465,1,1882.66,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-02,2025,2
100389,46045,1259,1631.5,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-20,2025,3
10039,8270,716,677.72,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-24,2025,12
100396,24147,4381,1399.9,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-22,2025,1
1004,12117,58,256.95,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-30,2025,6
100402,34943,50,1708.96,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-03,2025,1
100405,1952,1104,1117.11,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-26,2025,6
100414,13287,1870,1283.45,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-14,2025,8
100431,32044,3565,344.24,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-09,2025,7
100436,8212,1,246.11,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-31,2025,10
100437,42196,2277,1928.48,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-28,2025,4
100440,24928,1009,1957.23,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-21,2025,5
100445,9386,1,25.27,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-24,2025,8
100453,22914,3785,1421.94,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-13,2025,5
100454,3545,4437,1576.67,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-27,2025,2
100458,8980,4556,565.63,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-23,2025,9
100460,764,2363,421.38,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-13,2025,4
100466,15636,4469,629.87,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-31,2025,1
100467,7951,4100,556.73,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-07,2025,1
10047,19793,3498,1939.41,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-06,2025,10
100471,9839,3775,1236.49,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-13,2025,3
100474,24010,3848,1315.82,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-21,2025,4
100475,16401,3673,95.74,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-11,2025,1
100477,3354,189,1314.79,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-18,2025,7
100485,47688,494,151.67,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-04,2025,9
100488,7040,2042,1746.5,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-15,2025,4
100489,25311,1,437.08,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-11,2025,3
100503,7447,3770,664.75,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-02,2025,8
100508,27325,3339,1171.8,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-22,2025,12
100509,31989,1843,582.28,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-22,2025,8
100514,10197,2259,1728.98,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-31,2025,8
100517,33905,1877,710.33,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-07,2025,9
100519,13654,17,423.0,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-26,2025,3
10052,19859,5,697.42,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-22,2025,9
100528,10984,3147,1490.38,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-16,2025,3
100529,29314,4263,1883.23,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-28,2025,11
100531,14730,1,320.19,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-22,2025,3
100534,23339,2162,420.01,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-21,2025,4
100537,46063,305,146.84,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-01,2025,5
100540,33587,4356,508.03,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-22,2025,5
100541,34234,4350,1134.95,failed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-01,2025,1
100542,29255,1,385.29,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-21,2025,5
100544,38477,4944,6399.871993392639,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-12,2025,6
100549,12315,395,424.57,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-03,2025,11
100553,34821,1,215.12,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-14,2025,4
100558,48541,3691,659.11,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-05,2025,10
100560,20398,1,1118.05,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-22,2025,11
100561,15629,3800,1664.63,completed,,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-17,2025,8
100562,41280,2854,371.89,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-25,2025,5
100565,5788,580,1674.77,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-24,2025,6
100567,45333,4732,1812.01,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-09,2025,5
100568,6459,1014,1715.37,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-04,2025,6
100576,20471,4669,1348.25,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-16,2025,11
10058,13163,1996,865.88,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-12,2025,1
100580,33110,1,268.31,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-17,2025,6
100584,42517,473,1527.86,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-27,2025,1
100587,27149,4741,209.35,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-10,2025,1
1006,39513,4369,1461.45,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-10,2025,10
100603,43033,614,780.9,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-14,2025,6
100605,14994,37,845.64,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-26,2025,8
100609,15178,3550,1098.79,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-11,2025,5
100622,32398,2155,953.89,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-29,2025,3
100625,34428,2340,1261.5,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-05,2025,11
100627,38537,4175,8925.559163159403,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-04,2025,3
100629,38568,2687,515.59,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-14,2025,10
100634,37694,3039,405.17,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-28,2025,11
100635,26194,1,1564.93,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-07,2025,5
100636,11981,3326,942.87,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-28,2025,2
100641,21399,1,1578.89,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-23,2025,11
100643,34903,1,796.85,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-22,2025,12
100646,46328,2266,1599.17,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-07,2025,11
100650,10643,2003,1223.02,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-04,2025,4
100655,7698,1718,1799.75,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-16,2025,3
100658,13843,4521,1168.56,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-31,2025,8
100662,21726,2307,134.96,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-04-29,2025,4
100664,46199,3648,283.06,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-17,2025,11
100665,2161,2328,1220.34,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-24,2025,2
100668,22526,3375,119.29,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-20,2025,3
100670,48508,1107,729.35,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-18,2025,3
100673,13677,1,1689.37,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-10-14,2025,10
100678,39454,4380,340.14,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-26,2025,7
10068,42906,282,1709.27,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-05,2025,9
100684,32921,3085,888.02,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-16,2025,1
100687,8478,2172,69.41,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-11-13,2025,11
100690,12985,936,1145.63,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-09-24,2025,9
100691,17668,3680,1104.66,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-06,2025,5
100692,37076,1,1021.59,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-18,2025,6
100698,21647,1402,1824.22,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-01-01,2025,1
100704,5921,1,933.47,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-02-02,2025,2
100720,27319,2262,1118.31,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-13,2025,12
100726,8432,4325,1982.68,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-05-01,2025,5
100727,2335,1,1064.98,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-02,2025,12
10073,33568,1,1357.69,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-07-19,2025,7
100735,16764,2529,1544.99,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-08-06,2025,8
100736,4679,1249,731.82,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-23,2025,12
100739,21376,4615,1373.6,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-22,2025,6
100744,11699,3538,1547.78,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-12-03,2025,12
100745,4481,965,910.23,completed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-03-28,2025,3
100747,39120,1214,1010.74,failed,online,,2026-02-17T06:33:32.374Z,file:///opt/spark-apps/data/raw/transactions.csv,2025-06-14,2025,6
