customer_id,name,region,signup_date,is_current,effective_from,effective_to
208,Customer208,East,2024-08-05,True,2024-08-05,
209,Customer209,Central,2024-07-22,True,2024-07-22,
210,Customer210,North,2025-01-02,True,2025-01-02,
211,Customer211,West,2024-05-07,True,2024-05-07,
212,Customer212,South,2024-11-25,True,2024-11-25,
213,Customer213,North,2025-06-18,True,2025-06-18,
214,Customer214,North,2025-03-30,True,2025-03-30,
215,Customer215,South,2024-10-06,True,2024-10-06,
216,Customer216,West,2024-02-13,True,2024-02-13,
217,Customer217,West,2025-11-08,True,2025-11-08,
218,Customer218,East,2024-09-14,True,2024-09-14,
219,Customer219,North,2025-08-08,True,2025-08-08,
220,Customer220,South,2025-11-11,True,2025-11-11,
221,Customer221,West,2024-11-23,True,2024-11-23,
222,Customer222,North,2024-10-07,True,2024-10-07,
223,Customer223,East,2025-08-27,True,2025-08-27,
224,Customer224,North,2024-02-02,True,2024-02-02,
225,Customer225,Central,2024-06-20,True,2024-06-20,
226,Customer226,Central,2025-10-02,True,2025-10-02,
227,Customer227,South,2024-11-07,True,2024-11-07,
228,Customer228,East,2025-02-12,True,2025-02-12,
229,Customer229,North,2024-12-01,True,2024-12-01,
230,Customer230,West,2024-11-11,True,2024-11-11,
231,Customer231,East,2024-08-15,True,2024-08-15,
232,Customer232,East,2025-07-17,True,2025-07-17,
233,Customer233,East,2024-11-30,True,2024-11-30,
234,Customer234,Central,2024-09-26,True,2024-09-26,
235,Customer235,East,2025-09-08,True,2025-09-08,
236,Customer236,East,2024-01-25,True,2024-01-25,
237,Customer237,East,2025-06-27,True,2025-06-27,
238,Customer238,West,2025-07-10,True,2025-07-10,
239,Customer239,South,2024-02-15,True,2024-02-15,
240,Customer240,Central,2024-10-24,True,2024-10-24,
241,Customer241,East,2024-04-11,True,2024-04-11,
242,Customer242,South,2024-03-21,True,2024-03-21,
243,Customer243,Central,2025-10-31,True,2025-10-31,
244,Customer244,Central,2024-02-01,True,2024-02-01,
245,Customer245,North,2025-10-04,True,2025-10-04,
246,Customer246,West,2025-04-13,True,2025-04-13,
247,Customer247,North,2025-08-21,True,2025-08-21,
248,Customer248,East,2024-10-15,True,2024-10-15,
249,Customer249,West,2024-06-04,True,2024-06-04,
250,Customer250,South,2024-02-27,True,2024-02-27,
251,Customer251,East,2024-05-02,True,2024-05-02,
252,Customer252,East,2025-04-09,True,2025-04-09,
253,Customer253,East,2024-03-08,True,2024-03-08,
254,Customer254,Central,2024-09-11,True,2024-09-11,
255,Customer255,East,2024-10-07,True,2024-10-07,
256,Customer256,South,2024-10-30,True,2024-10-30,
257,Customer257,South,2025-11-05,True,2025-11-05,
258,Customer258,East,2025-09-23,True,2025-09-23,
259,Customer259,West,2025-11-30,True,2025-11-30,
260,Customer260,North,2024-12-13,True,2024-12-13,
261,Customer261,East,2024-10-07,True,2024-10-07,
262,Customer262,Central,2025-01-01,True,2025-01-01,
263,Customer263,North,2024-02-06,True,2024-02-06,
264,Customer264,North,2024-07-12,True,2024-07-12,
265,Customer265,Central,2025-10-07,True,2025-10-07,
266,Customer266,East,2025-10-10,True,2025-10-10,
267,Customer267,Central,2024-04-07,True,2024-04-07,
268,Customer268,North,2024-10-19,True,2024-10-19,
269,Customer269,South,2025-10-15,True,2025-10-15,
270,Customer270,East,2024-09-21,True,2024-09-21,
271,Customer271,North,2024-03-27,True,2024-03-27,
272,Customer272,Central,2025-01-11,True,2025-01-11,
273,Customer273,Central,2024-06-11,True,2024-06-11,
274,Customer274,East,2024-01-03,True,2024-01-03,
275,Customer275,South,2024-08-28,True,2024-08-28,
276,Customer276,South,2025-06-07,True,2025-06-07,
277,Customer277,North,2024-04-13,True,2024-04-13,
278,Customer278,Central,2024-12-22,True,2024-12-22,
279,Customer279,North,2024-03-24,True,2024-03-24,
280,Customer280,North,2025-08-19,True,2025-08-19,
281,Customer281,Central,2025-11-25,True,2025-11-25,
282,Customer282,West,2024-01-30,True,2024-01-30,
283,Customer283,North,2025-06-20,True,2025-06-20,
284,Customer284,North,2025-06-11,True,2025-06-11,
285,Customer285,Central,2025-02-06,True,2025-02-06,
286,Customer286,Central,2024-07-02,True,2024-07-02,
287,Customer287,East,2024-01-17,True,2024-01-17,
288,Customer288,North,2025-02-26,True,2025-02-26,
289,Customer289,West,2024-12-22,True,2024-12-22,
290,Customer290,South,2025-09-26,True,2025-09-26,
291,Customer291,West,2025-03-13,True,2025-03-13,
292,Customer292,Central,2025-11-06,True,2025-11-06,
293,Customer293,West,2025-03-18,True,2025-03-18,
294,Customer294,North,2024-06-30,True,2024-06-30,
295,Customer295,Central,2024-01-12,True,2024-01-12,
296,Customer296,North,2025-07-18,True,2025-07-18,
297,Customer297,South,2025-05-06,True,2025-05-06,
298,Customer298,South,2024-08-27,True,2024-08-27,
299,Customer299,West,2024-01-31,True,2024-01-31,
300,Customer300,West,2025-09-25,True,2025-09-25,
301,Customer301,West,2024-02-19,True,2024-02-19,
302,Customer302,South,2024-10-23,True,2024-10-23,
303,Customer303,West,2024-07-06,True,2024-07-06,
304,Customer304,North,2025-05-12,True,2025-05-12,
305,Customer305,South,2025-08-20,True,2025-08-20,
306,Customer306,South,2025-08-06,True,2025-08-06,
307,Customer307,North,2025-07-21,True,2025-07-21,
308,Customer308,North,2025-05-13,True,2025-05-13,
309,Customer309,South,2024-09-08,True,2024-09-08,
310,Customer310,North,2025-10-19,True,2025-10-19,
311,Customer311,West,2025-05-26,True,2025-05-26,
312,Customer312,Central,2024-10-04,True,2024-10-04,
313,Customer313,East,2024-04-18,True,2024-04-18,
314,Customer314,West,2024-05-24,True,2024-05-24,
315,Customer315,East,2024-06-26,True,2024-06-26,
316,Customer316,East,2025-08-17,True,2025-08-17,
317,Customer317,East,2024-05-28,True,2024-05-28,
318,Customer318,Central,2025-06-09,True,2025-06-09,
319,Customer319,Central,2024-04-22,True,2024-04-22,
320,Customer320,West,2024-08-05,True,2024-08-05,
321,Customer321,South,2024-10-20,True,2024-10-20,
322,Customer322,West,2024-06-20,True,2024-06-20,
323,Customer323,North,2025-12-01,True,2025-12-01,
324,Customer324,West,2025-06-26,True,2025-06-26,
325,Customer325,West,2025-03-05,True,2025-03-05,
326,Customer326,West,2024-09-07,True,2024-09-07,
327,Customer327,North,2024-10-05,True,2024-10-05,
328,Customer328,East,2024-02-27,True,2024-02-27,
329,Customer329,Central,2025-06-05,True,2025-06-05,
330,Customer330,Central,2024-04-07,True,2024-04-07,
331,Customer331,Central,2025-04-17,True,2025-04-17,
332,Customer332,Central,2024-05-25,True,2024-05-25,
333,Customer333,East,2024-08-25,True,2024-08-25,
334,Customer334,West,2024-12-19,True,2024-12-19,
335,Customer335,North,2024-07-27,True,2024-07-27,
336,Customer336,West,2025-08-01,True,2025-08-01,
337,Customer337,Central,2024-07-09,True,2024-07-09,
338,Customer338,Central,2024-10-08,True,2024-10-08,
339,Customer339,North,2025-04-09,True,2025-04-09,
340,Customer340,North,2025-03-17,True,2025-03-17,
341,Customer341,North,2024-09-01,True,2024-09-01,
342,Customer342,South,2024-12-22,True,2024-12-22,
343,Customer343,North,2025-09-23,True,2025-09-23,
344,Customer344,Central,2025-05-27,True,2025-05-27,
345,Customer345,West,2025-06-04,True,2025-06-04,
346,Customer346,North,2024-08-09,True,2024-08-09,
347,Customer347,West,2024-06-05,True,2024-06-05,
348,Customer348,North,2025-02-27,True,2025-02-27,
349,Customer349,East,2024-02-15,True,2024-02-15,
350,Customer350,West,2025-05-29,True,2025-05-29,
351,Customer351,North,2025-03-22,True,2025-03-22,
352,Customer352,West,2025-03-17,True,2025-03-17,
353,Customer353,South,2024-08-26,True,2024-08-26,
354,Customer354,North,2024-10-24,True,2024-10-24,
355,Customer355,Central,2024-07-05,True,2024-07-05,
356,Customer356,Central,2024-09-20,True,2024-09-20,
357,Customer357,Central,2025-01-21,True,2025-01-21,
358,Customer358,East,2024-01-28,True,2024-01-28,
359,Customer359,East,2024-08-02,True,2024-08-02,
360,Customer360,East,2024-12-01,True,2024-12-01,
361,Customer361,North,2024-02-23,True,2024-02-23,
362,Customer362,South,2025-06-28,True,2025-06-28,
363,Customer363,South,2024-11-22,True,2024-11-22,
364,Customer364,North,2025-10-05,True,2025-10-05,
365,Customer365,East,2024-10-25,True,2024-10-25,
366,Customer366,South,2024-09-06,True,2024-09-06,
367,Customer367,West,2025-11-10,True,2025-11-10,
368,Customer368,South,2025-09-20,True,2025-09-20,
369,Customer369,North,2025-10-13,True,2025-10-13,
370,Customer370,Central,2024-11-09,True,2024-11-09,
371,Customer371,East,2024-03-31,True,2024-03-31,
372,Customer372,East,2024-03-05,True,2024-03-05,
373,Customer373,East,2024-04-01,True,2024-04-01,
374,Customer374,North,2024-11-15,True,2024-11-15,
375,Customer375,Central,2025-02-11,True,2025-02-11,
376,Customer376,East,2025-06-12,True,2025-06-12,
377,Customer377,South,2024-08-03,True,2024-08-03,
378,Customer378,Central,2025-07-28,True,2025-07-28,
379,Customer379,West,2025-01-25,True,2025-01-25,
380,Customer380,East,2024-05-02,True,2024-05-02,
381,Customer381,North,2025-02-17,True,2025-02-17,
382,Customer382,Central,2024-03-20,True,2024-03-20,
383,Customer383,South,2024-04-17,True,2024-04-17,
384,Customer384,West,2025-09-20,True,2025-09-20,
385,Customer385,West,2024-12-07,True,2024-12-07,
386,Customer386,West,2025-04-14,True,2025-04-14,
387,Customer387,South,2024-10-24,True,2024-10-24,
388,Customer388,Central,2025-03-06,True,2025-03-06,
389,Customer389,North,2024-11-25,True,2024-11-25,
390,Customer390,East,2024-11-01,True,2024-11-01,
391,Customer391,West,2024-09-14,True,2024-09-14,
392,Customer392,North,2025-05-02,True,2025-05-02,
393,Customer393,East,2024-05-18,True,2024-05-18,
394,Customer394,West,2024-06-27,True,2024-06-27,
395,Customer395,East,2025-02-19,True,2025-02-19,
396,Customer396,Central,2024-06-03,True,2024-06-03,
397,Customer397,Central,2025-04-02,True,2025-04-02,
398,Customer398,South,2025-10-26,True,2025-10-26,
399,Customer399,East,2025-02-08,True,2025-02-08,
400,Customer400,South,2025-11-21,True,2025-11-21,
401,Customer401,Central,2024-12-20,True,2024-12-20,
402,Customer402,North,2025-04-22,True,2025-04-22,
403,Customer403,North,2025-08-18,True,2025-08-18,
404,Customer404,North,2024-05-12,True,2024-05-12,
405,Customer405,South,2025-03-22,True,2025-03-22,
406,Customer406,North,2024-12-10,True,2024-12-10,
407,Customer407,East,2024-12-03,True,2024-12-03,
408,Customer408,Central,2025-10-29,True,2025-10-29,
409,Customer409,North,2025-05-06,True,2025-05-06,
410,Customer410,Central,2024-12-17,True,2024-12-17,
411,Customer411,Central,2025-02-27,True,2025-02-27,
412,Customer412,West,2024-05-16,True,2024-05-16,
413,Customer413,North,2025-01-19,True,2025-01-19,
414,Customer414,South,2024-05-18,True,2024-05-18,
415,Customer415,West,2025-02-02,True,2025-02-02,
416,Customer416,East,2025-07-22,True,2025-07-22,
417,Customer417,North,2025-05-21,True,2025-05-21,
418,Customer418,West,2025-06-11,True,2025-06-11,
419,Customer419,North,2025-10-18,True,2025-10-18,
420,Customer420,North,2024-06-17,True,2024-06-17,
421,Customer421,East,2025-10-01,True,2025-10-01,
422,Customer422,North,2025-08-28,True,2025-08-28,
423,Customer423,North,2025-06-20,True,2025-06-20,
424,Customer424,Central,2025-10-11,True,2025-10-11,
425,Customer425,North,2025-03-11,True,2025-03-11,
426,Customer426,East,2025-11-25,True,2025-11-25,
427,Customer427,South,2024-12-30,True,2024-12-30,
428,Customer428,Central,2024-01-11,True,2024-01-11,
429,Customer429,East,2024-05-12,True,2024-05-12,
430,Customer430,North,2024-11-23,True,2024-11-23,
431,Customer431,East,2025-10-26,True,2025-10-26,
432,Customer432,East,2025-07-04,True,2025-07-04,
433,Customer433,South,2024-09-03,True,2024-09-03,
434,Customer434,North,2025-06-01,True,2025-06-01,
435,Customer435,East,2025-05-10,True,2025-05-10,
436,Customer436,North,2024-10-27,True,2024-10-27,
437,Customer437,South,2025-04-05,True,2025-04-05,
438,Customer438,East,2024-05-18,True,2024-05-18,
439,Customer439,West,2025-01-02,True,2025-01-02,
440,Customer440,Central,2025-11-12,True,2025-11-12,
441,Customer441,West,2025-10-30,True,2025-10-30,
442,Customer442,East,2024-05-12,True,2024-05-12,
443,Customer443,West,2025-07-13,True,2025-07-13,
444,Customer444,North,2025-04-07,True,2025-04-07,
445,Customer445,Central,2024-10-31,True,2024-10-31,
446,Customer446,East,2025-05-03,True,2025-05-03,
447,Customer447,North,2025-01-30,True,2025-01-30,
448,Customer448,East,2025-11-11,True,2025-11-11,
449,Customer449,Central,2025-01-18,True,2025-01-18,
450,Customer450,South,2025-08-13,True,2025-08-13,
451,Customer451,North,2024-11-02,True,2024-11-02,
452,Customer452,South,2025-01-19,True,2025-01-19,
453,Customer453,East,2024-08-19,True,2024-08-19,
454,Customer454,South,2025-03-27,True,2025-03-27,
455,Customer455,West,2025-04-01,True,2025-04-01,
456,Customer456,East,2025-08-16,True,2025-08-16,
457,Customer457,Central,2025-06-08,True,2025-06-08,
458,Customer458,South,2025-10-25,True,2025-10-25,
459,Customer459,South,2024-12-23,True,2024-12-23,
460,Customer460,Central,2024-12-30,True,2024-12-30,
461,Customer461,East,2025-08-31,True,2025-08-31,
462,Customer462,South,2025-11-14,True,2025-11-14,
463,Customer463,East,2025-06-17,True,2025-06-17,
464,Customer464,East,2025-03-29,True,2025-03-29,
465,Customer465,West,2025-02-18,True,2025-02-18,
466,Customer466,West,2024-12-03,True,2024-12-03,
467,Customer467,East,2025-07-29,True,2025-07-29,
468,Customer468,North,2025-07-04,True,2025-07-04,
469,Customer469,North,2024-03-06,True,2024-03-06,
470,Customer470,North,2025-01-19,True,2025-01-19,
471,Customer471,North,2025-06-06,True,2025-06-06,
472,Customer472,South,2024-03-10,True,2024-03-10,
473,Customer473,West,2025-03-16,True,2025-03-16,
474,Customer474,Central,2024-01-31,True,2024-01-31,
475,Customer475,East,2024-09-12,True,2024-09-12,
476,Customer476,Central,2024-11-11,True,2024-11-11,
477,Customer477,Central,2024-07-24,True,2024-07-24,
478,Customer478,Central,2024-06-19,True,2024-06-19,
479,Customer479,West,2024-01-08,True,2024-01-08,
480,Customer480,West,2024-12-24,True,2024-12-24,
481,Customer481,North,2024-09-14,True,2024-09-14,
482,Customer482,East,2024-01-28,True,2024-01-28,
483,Customer483,East,2025-08-17,True,2025-08-17,
484,Customer484,Central,2024-06-21,True,2024-06-21,
485,Customer485,East,2025-10-21,True,2025-10-21,
486,Customer486,Central,2025-04-25,True,2025-04-25,
487,Customer487,West,2025-06-23,True,2025-06-23,
488,Customer488,East,2024-10-05,True,2024-10-05,
489,Customer489,North,2025-09-06,True,2025-09-06,
490,Customer490,North,2025-02-21,True,2025-02-21,
491,Customer491,North,2025-04-28,True,2025-04-28,
492,Customer492,West,2025-05-25,True,2025-05-25,
493,Customer493,Central,2024-08-31,True,2024-08-31,
494,Customer494,West,2025-06-08,True,2025-06-08,
495,Customer495,Central,2024-01-08,True,2024-01-08,
496,Customer496,West,2024-11-08,True,2024-11-08,
497,Customer497,South,2024-10-06,True,2024-10-06,
498,Customer498,Central,2025-05-30,True,2025-05-30,
499,Customer499,West,2025-01-09,True,2025-01-09,
500,Customer500,South,2024-06-04,True,2024-06-04,
501,Customer501,North,2024-04-21,True,2024-04-21,
502,Customer502,West,2024-04-06,True,2024-04-06,
503,Customer503,North,2024-04-13,True,2024-04-13,
504,Customer504,Central,2025-07-10,True,2025-07-10,
505,Customer505,North,2024-08-29,True,2024-08-29,
506,Customer506,East,2025-02-13,True,2025-02-13,
507,Customer507,South,2024-04-24,True,2024-04-24,
508,Customer508,West,2024-10-22,True,2024-10-22,
509,Customer509,West,2025-09-18,True,2025-09-18,
510,Customer510,North,2024-10-05,True,2024-10-05,
511,Customer511,East,2024-09-03,True,2024-09-03,
512,Customer512,West,2024-08-24,True,2024-08-24,
513,Customer513,Central,2024-05-27,True,2024-05-27,
514,Customer514,Central,2024-12-29,True,2024-12-29,
515,Customer515,West,2024-08-04,True,2024-08-04,
516,Customer516,Central,2024-01-21,True,2024-01-21,
517,Customer517,South,2025-02-16,True,2025-02-16,
518,Customer518,West,2025-01-11,True,2025-01-11,
519,Customer519,North,2024-09-12,True,2024-09-12,
520,Customer520,North,2024-04-24,True,2024-04-24,
521,Customer521,North,2024-12-29,True,2024-12-29,
522,Customer522,West,2024-06-22,True,2024-06-22,
523,Customer523,West,2024-08-12,True,2024-08-12,
524,Customer524,Central,2025-02-22,True,2025-02-22,
525,Customer525,North,2024-11-16,True,2024-11-16,
526,Customer526,West,2025-12-01,True,2025-12-01,
527,Customer527,Central,2025-01-29,True,2025-01-29,
528,Customer528,South,2025-08-30,True,2025-08-30,
529,Customer529,South,2025-06-18,True,2025-06-18,
530,Customer530,Central,2024-02-03,True,2024-02-03,
531,Customer531,South,2025-08-17,True,2025-08-17,
