transaction_id,customer_id,product_id,amount,transaction_date,status,channel
349,28406,1,538.24,2025-10-26,failed,online
350,34962,2456,1942.87,2025-10-10,completed,online
351,8639,4759,654.86,2025-06-27,completed,online
352,9652,2487,862.69,2025-06-23,completed,online
353,4428,342,777.96,2025-12-26,completed,online
354,29126,4063,818.42,2025-09-17,failed,online
355,41195,84,228.27,2025-02-23,completed,online
356,14490,2091,857.72,2025-10-23,failed,online
357,17251,4613,1489.51,2025-01-06,completed,online
358,48442,1,1456.07,2025-01-09,failed,online
359,276,4530,425.02,2025-07-23,failed,online
360,44103,3859,1452.31,2025-12-18,failed,online
361,18731,1642,986.98,2025-06-17,completed,online
362,31558,4346,1430.23,2025-03-15,completed,online
363,33406,207,1310.41,2025-09-10,failed,online
364,16277,2929,1797.62,2025-04-12,failed,online
365,48343,2650,558.78,2025-12-12,failed,online
366,7064,1107,1635.61,2025-08-26,completed,online
367,37474,4270,503.88,2025-02-06,failed,online
368,31889,667,1591.14,2025-09-17,failed,online
369,13307,1818,833.65,2025-02-25,failed,online
370,24957,2633,456.89,2025-09-13,completed,online
371,46980,2545,8830.581661215674,2025-09-10,completed,online
372,40221,704,877.31,2025-04-21,completed,online
373,49398,2205,1966.78,2025-08-16,failed,online
374,578,1906,1063.45,2025-04-26,completed,online
375,19199,207,353.94,2025-03-30,failed,online
376,7785,1178,1918.46,2025-03-04,completed,online
377,34007,2020,1116.47,2025-03-10,failed,online
378,34677,1,1472.92,2025-03-30,completed,online
379,20152,3921,917.2,2025-08-02,completed,online
380,41501,3032,921.0,2025-04-15,completed,online
381,37617,2183,376.38,2025-08-17,completed,online
382,20406,4374,1388.18,2025-07-27,completed,online
383,26871,4546,624.36,2025-09-01,failed,online
384,36829,1,899.88,2025-10-07,completed,online
385,45677,1,942.54,2025-12-08,failed,online
386,33220,1,1716.43,2025-05-22,failed,online
387,41709,244,941.49,2025-10-05,failed,online
388,27750,1,1606.08,2025-08-18,failed,online
389,13143,1799,1141.46,2025-08-16,completed,online
390,39019,3040,207.45,2025-10-24,failed,online
391,28753,3368,1343.58,2025-03-09,failed,online
392,25201,2215,40.79,2025-11-06,completed,online
393,41776,3582,1916.04,2025-03-23,failed,online
394,32775,140,184.58,2025-01-02,failed,online
395,17439,1896,1823.51,2025-03-28,completed,online
396,42466,1,193.5,2025-09-01,failed,online
397,10071,961,315.91,2025-07-04,completed,online
398,20657,1,1203.67,2025-09-28,failed,online
399,16913,1509,967.35,2025-06-11,completed,online
400,42172,240,529.07,2025-05-02,completed,online
401,32689,1,305.2,2025-05-05,failed,online
402,9067,3319,927.92,2025-06-23,failed,online
403,25951,2105,411.35,2025-07-02,failed,online
404,32622,565,1067.5,2025-12-30,failed,online
405,2020,1814,1933.84,2025-01-14,completed,online
406,31324,621,266.59,2025-07-02,completed,online
407,1136,1684,943.8,2025-02-07,failed,online
408,6991,4717,353.03,2025-07-06,failed,online
409,36724,2020,544.73,2025-07-02,failed,online
410,3891,442,179.73,2025-02-04,completed,online
411,4738,214,58.89,2025-02-11,completed,online
412,25375,1708,78.78,2025-01-20,completed,online
413,41139,4336,293.61,2025-03-09,failed,online
414,39166,1,964.39,2025-10-17,completed,online
415,46097,2195,1518.02,2025-12-11,completed,online
416,16606,469,1692.93,2025-04-11,completed,online
417,48287,2415,885.17,2025-07-20,completed,online
418,8256,1821,875.56,2025-02-05,failed,online
419,14392,3606,547.56,2025-02-05,failed,online
420,38398,2349,53.1,2025-11-24,failed,online
421,6356,3327,464.41,2025-10-28,failed,online
422,8917,2983,1241.28,2025-12-30,failed,online
423,36302,4678,1800.44,2025-06-08,completed,online
424,13820,3709,1019.6,2025-09-03,completed,online
425,34575,3816,646.18,2025-05-26,completed,online
426,38525,967,229.59,2025-04-09,failed,online
427,23547,1,965.4,2025-12-21,completed,online
428,845,1,1417.82,2025-01-05,failed,online
429,28415,1,89.39,2025-05-30,failed,
430,9749,1,1974.12,2025-11-29,completed,online
431,24440,1,1337.82,2025-09-17,completed,online
432,33911,261,1518.61,2025-09-18,completed,
433,37370,1,779.37,2025-03-31,completed,online
434,49973,355,167.22,2025-04-01,completed,online
435,6288,3301,1288.84,2025-12-14,completed,online
436,36881,2841,977.84,2025-08-17,completed,online
437,14608,2798,1250.16,2025-06-21,failed,online
438,36355,2919,1006.7,2025-11-01,completed,online
439,33304,1,1371.39,2025-02-12,completed,online
440,19599,4598,731.73,2025-01-26,completed,online
441,46033,3798,534.21,2025-08-05,failed,online
442,44179,1,1758.65,2025-05-14,failed,online
443,20025,1,1296.21,2025-05-04,failed,online
444,29504,4202,1708.19,2025-10-11,failed,online
445,2557,636,1335.77,2025-01-24,failed,online
446,17056,401,275.49,2025-07-25,completed,online
447,37230,1,1517.22,2025-02-01,completed,online
448,44427,3316,406.5,2025-03-16,completed,online
449,3280,824,1472.56,2025-03-23,completed,online
450,9326,1,1360.33,2025-12-14,failed,online
451,32742,3849,899.07,2025-08-07,completed,online
452,32481,639,1726.75,2025-03-27,failed,online
453,38152,4798,52.82,2025-06-29,completed,online
454,43278,2535,756.12,2025-07-23,failed,online
455,31300,392,875.5,2025-03-15,failed,online
456,11379,1,1913.11,2025-02-17,failed,online
457,2536,3290,218.96,2025-03-31,failed,online
458,42121,2923,1479.79,2025-01-23,completed,online
459,11924,922,1007.82,2025-02-17,failed,online
460,47230,1,473.94,2025-04-27,completed,online
461,28653,3120,1934.78,2025-05-18,failed,online
462,16210,3961,5819.989775008739,2025-05-30,completed,online
463,21298,1869,915.36,2025-12-03,completed,online
464,18761,1329,1961.49,2025-03-30,completed,online
465,45234,1,162.68,2025-10-01,failed,online
466,17208,4502,1990.38,2025-11-04,completed,online
467,14062,2518,250.34,2025-03-04,completed,online
468,41951,1985,1765.77,2025-04-25,failed,online
469,25549,737,1336.24,2025-02-05,failed,online
470,13696,1,661.74,2025-10-21,completed,online
471,8673,3945,836.68,2025-05-30,completed,online
472,39068,1037,211.01,2025-09-17,completed,online
473,17066,4276,1845.81,2025-06-04,completed,online
474,93,2289,1449.56,2025-09-09,failed,online
475,19229,3089,261.79,2025-01-08,completed,online
476,21037,2500,296.13,2025-06-03,failed,online
477,8323,4635,839.07,2025-01-06,failed,online
478,18799,3859,1418.8,2025-01-28,failed,online
479,46341,983,344.0,2025-07-14,completed,online
480,12738,1768,1702.06,2025-01-23,completed,online
481,9281,3355,6844.16461551091,2025-03-29,failed,online
482,21839,2823,189.6,2025-01-21,completed,online
483,33524,3187,941.24,2025-02-01,completed,online
484,33508,167,1539.37,2025-05-17,completed,online
485,607,1,1645.26,2025-10-28,completed,online
486,44631,2585,41.75,2025-11-08,completed,online
487,29167,3850,787.69,2025-07-20,failed,online
488,5978,1,1508.99,2025-05-12,completed,online
489,38277,1,1526.82,2025-01-27,completed,online
490,2371,3819,880.59,2025-01-30,failed,online
491,49284,4686,1086.66,2025-07-01,completed,online
492,25690,3980,1873.33,2025-03-31,failed,online
493,11731,4368,63.15,2025-05-21,completed,online
494,1593,681,1543.78,2025-11-18,failed,online
495,23659,2327,1381.08,2025-12-02,failed,online
496,49257,1123,1059.37,2025-03-19,failed,online
497,20434,3456,1440.66,2025-09-07,completed,online
498,43620,168,647.44,2025-02-27,completed,online
499,21487,2092,1992.16,2025-12-22,failed,online
500,1196,827,1871.61,2025-08-20,failed,online
501,32378,4313,581.62,2025-10-11,failed,online
502,19728,31,1514.58,2025-01-18,failed,online
503,4355,1535,678.23,2025-01-10,failed,online
504,31235,3723,646.16,2025-12-01,failed,online
505,820,4112,1471.23,2025-03-12,failed,online
506,42327,1313,1714.4,2025-07-12,completed,online
507,44716,3665,1963.28,2025-09-01,failed,online
508,46085,3213,82.6,2025-02-25,completed,online
509,20569,3669,1235.54,2025-04-25,failed,online
510,35913,2473,872.55,2025-07-27,failed,online
511,42153,2166,236.28,2025-09-10,failed,online
512,9979,845,1491.68,2025-04-27,failed,online
513,11936,4165,1983.91,2025-03-15,completed,online
514,1572,1742,1467.28,2025-02-20,failed,online
515,20802,1093,1680.31,2025-05-29,failed,online
516,4506,1,1196.17,2025-07-15,completed,online
517,32587,312,639.19,2025-07-15,completed,online
518,10324,1046,632.74,2025-05-22,failed,online
519,23867,1,569.51,2025-07-29,completed,online
520,36347,1849,957.89,2025-01-19,failed,online
521,7797,2402,452.0,2025-06-10,failed,online
522,47797,2598,1788.96,2025-06-08,failed,online
523,21607,3838,720.44,2025-10-17,completed,online
524,38695,2117,594.67,2025-05-05,completed,online
525,29766,3149,1243.33,2025-03-22,failed,online
526,26003,2333,1935.39,2025-12-14,failed,online
527,17594,1728,492.81,2025-01-25,failed,online
528,31321,4270,1797.6,2025-07-19,completed,online
529,21634,1505,1474.07,2025-04-16,completed,online
530,5602,450,1825.88,2025-08-02,completed,online
531,1579,3414,1928.12,2025-03-19,completed,online
532,47517,3034,1468.77,2025-08-31,failed,online
533,38627,4585,659.64,2025-08-04,failed,online
534,44349,3075,620.48,2025-02-14,failed,online
535,42786,3448,23.69,2025-05-21,completed,online
536,21073,1,1989.32,2025-05-19,completed,online
537,40015,1745,578.58,2025-12-18,completed,online
538,43153,1,1519.04,2025-06-27,failed,online
539,46882,3381,476.68,2025-12-10,completed,online
540,7626,3824,7540.394094218171,2025-02-22,failed,online
541,29335,3361,1302.09,2025-04-18,failed,online
542,34880,2189,423.67,2025-01-08,completed,online
543,49129,1202,789.82,2025-06-28,completed,online
544,43005,1942,193.78,2025-06-25,completed,online
545,10745,1,646.65,2025-03-29,failed,online
546,35750,20,520.55,2025-05-15,completed,online
547,30551,4923,1394.04,2025-12-08,failed,online
548,9576,1,577.61,2025-12-19,failed,online
549,34396,4685,1539.14,2025-02-27,completed,online
550,13436,3174,5424.638645383498,2025-01-13,completed,online
551,1741,4194,1574.81,2025-07-25,failed,online
552,2729,2697,634.67,2025-08-28,failed,online
553,41565,2176,366.01,2025-02-07,failed,online
554,41437,3025,1287.81,2025-07-12,failed,online
555,23511,1581,1295.35,2025-09-23,failed,online
556,21486,3930,844.71,2025-06-12,completed,online
557,38364,1,1029.35,2025-06-02,failed,online
558,22786,114,132.06,2025-06-26,completed,online
559,32966,2576,1358.82,2025-07-30,completed,online
560,44758,2443,164.08,2025-07-19,completed,online
561,44811,615,1000.99,2025-01-20,failed,online
562,33665,504,901.26,2025-03-17,completed,online
563,947,1335,1186.53,2025-12-09,failed,online
564,31420,1865,1358.96,2025-04-07,failed,online
565,40115,1,418.32,2025-12-07,completed,online
566,30052,1005,1656.32,2025-05-11,completed,online
567,24218,4488,389.95,2025-07-07,failed,online
568,25163,2398,1173.56,2025-09-24,failed,online
569,30046,171,540.35,2025-03-26,failed,online
570,31427,193,1025.6,2025-05-13,completed,online
571,4013,35,1031.49,2025-04-16,failed,online
572,6238,2734,1030.05,2025-05-08,failed,online
573,21164,3916,795.28,2025-02-11,completed,online
574,5580,3473,1488.06,2025-08-03,failed,online
575,45956,1235,1526.1,2025-02-28,failed,online
576,48858,4542,1519.02,2025-07-22,completed,online
577,17901,60,21.08,2025-11-14,completed,online
