product_id,product_name,category,price
108,Product108,Electronics,3223.25
109,Product109,Books,1210.52
110,Product110,Electronics,2515.16
111,Product111,Electronics,572.83
112,Product112,Sports,4526.42
113,Product113,Electronics,655.14
114,Product114,Electronics,1063.96
115,Product115,Sports,2589.23
116,Product116,Electronics,923.36
117,Product117,Clothing,3866.74
118,Product118,Clothing,1158.99
119,Product119,Electronics,1594.66
120,Product120,Sports,3418.22
121,Product121,Books,2400.08
122,Product122,Home,1410.59
123,Product123,Electronics,2062.87
124,Product124,Home,408.77
125,Product125,Electronics,1366.09
126,Product126,Clothing,1245.36
127,Product127,Electronics,2212.53
128,Product128,Clothing,2592.41
129,Product129,Clothing,1790.46
130,Product130,Books,1410.15
131,Product131,Electronics,3781.23
132,Product132,Books,4357.84
133,Product133,Sports,4523.16
134,Product134,Home,408.14
135,Product135,Sports,2061.6
136,Product136,Home,348.03
137,Product137,Electronics,2365.78
138,Product138,Electronics,3372.67
139,Product139,Clothing,1082.2
140,Product140,Clothing,303.67
141,Product141,Books,4793.67
142,Product142,Home,1883.7
143,Product143,Clothing,2070.63
144,Product144,Home,2623.17
145,Product145,Electronics,3587.72
146,Product146,Electronics,785.87
147,Product147,Clothing,988.15
148,Product148,Home,1107.81
149,Product149,Sports,144.43
150,Product150,Sports,2551.94
151,Product151,Books,3499.57
152,Product152,Home,3394.0
153,Product153,Clothing,3376.49
154,Product154,Clothing,4856.4
155,Product155,Books,1815.66
156,Product156,Clothing,19.47
157,Product157,Home,2105.84
158,Product158,Clothing,3020.34
159,Product159,Clothing,592.38
160,Product160,Clothing,4672.63
161,Product161,Clothing,3363.98
162,Product162,Books,964.45
163,Product163,Sports,2404.56
164,Product164,Electronics,3458.53
165,Product165,Sports,3078.57
166,Product166,Sports,3117.21
167,Product167,Electronics,241.01
168,Product168,Books,767.38
169,Product169,Books,3291.14
170,Product170,Home,1652.21
171,Product171,Electronics,1344.12
172,Product172,Books,1084.32
173,Product173,Home,2909.62
174,Product174,Clothing,3877.04
175,Product175,Books,2823.43
176,Product176,Clothing,964.27
177,Product177,Sports,3516.99
178,Product178,Sports,2953.52
179,Product179,Sports,2199.9
180,Product180,Electronics,2640.72
181,Product181,Books,3003.44
182,Product182,Electronics,3791.6
183,Product183,Clothing,4954.48
184,Product184,Home,4811.57
185,Product185,Sports,3277.01
186,Product186,Clothing,4932.47
187,Product187,Sports,3827.65
188,Product188,Books,3883.08
189,Product189,Electronics,2584.22
190,Product190,Clothing,3327.67
191,Product191,Books,4538.57
192,Product192,Home,3251.98
193,Product193,Sports,627.45
194,Product194,Clothing,4530.98
195,Product195,Sports,2286.44
196,Product196,Home,4265.04
197,Product197,Clothing,1076.47
198,Product198,Sports,1045.8
199,Product199,Clothing,187.36
200,Product200,Sports,4972.75
201,Product201,Home,2500.27
202,Product202,Books,1759.66
203,Product203,Books,3741.93
204,Product204,Electronics,2810.53
205,Product205,Electronics,1302.84
206,Product206,Clothing,180.59
207,Product207,Home,3879.49
208,Product208,Clothing,2440.36
209,Product209,Books,1131.56
210,Product210,Sports,3003.92
211,Product211,Books,601.99
212,Product212,Electronics,4528.06
213,Product213,Books,2154.04
214,Product214,Books,1303.3
215,Product215,Clothing,1146.51
216,Product216,Sports,4777.63
217,Product217,Electronics,2993.33
218,Product218,Sports,3593.58
219,Product219,Clothing,1581.68
220,Product220,Clothing,186.87
221,Product221,Electronics,2326.57
222,Product222,Books,188.9
223,Product223,Electronics,738.88
224,Product224,Home,3687.63
225,Product225,Books,1158.85
226,Product226,Home,4040.63
227,Product227,Books,168.37
228,Product228,Books,938.51
229,Product229,Books,3483.67
230,Product230,Home,3161.71
231,Product231,Electronics,2956.14
232,Product232,Books,394.35
233,Product233,Sports,2482.31
234,Product234,Electronics,3633.76
235,Product235,Clothing,609.63
236,Product236,Clothing,4009.66
237,Product237,Home,523.35
238,Product238,Books,2575.86
239,Product239,Electronics,1917.1
240,Product240,Home,2106.81
241,Product241,Electronics,4627.89
242,Product242,Books,3085.8
243,Product243,Clothing,681.22
244,Product244,Home,191.86
245,Product245,Sports,7.29
246,Product246,Books,4466.14
247,Product247,Books,4555.29
248,Product248,Books,3636.92
249,Product249,Books,359.53
250,Product250,Clothing,561.57
251,Product251,Clothing,17.08
252,Product252,Sports,2675.77
253,Product253,Sports,3901.83
254,Product254,Sports,66.95
255,Product255,Electronics,1140.02
256,Product256,Sports,2596.01
257,Product257,Books,3620.43
258,Product258,Home,3771.61
259,Product259,Books,2712.56
260,Product260,Sports,387.7
261,Product261,Books,4582.61
262,Product262,Clothing,3603.74
263,Product263,Clothing,4611.55
264,Product264,Clothing,2228.59
265,Product265,Electronics,769.4
266,Product266,Electronics,1490.33
267,Product267,Books,3497.52
268,Product268,Clothing,179.19
269,Product269,Electronics,1218.69
270,Product270,Home,4912.16
271,Product271,Electronics,351.07
272,Product272,Books,3154.23
273,Product273,Clothing,984.13
274,Product274,Clothing,1696.16
275,Product275,Electronics,4782.85
276,Product276,Home,4158.41
277,Product277,Books,1410.18
278,Product278,Clothing,2448.94
279,Product279,Books,4319.14
280,Product280,Books,2781.0
281,Product281,Home,3893.54
282,Product282,Electronics,4980.86
283,Product283,Home,3012.38
284,Product284,Books,3066.16
285,Product285,Sports,4498.6
286,Product286,Home,2365.45
287,Product287,Electronics,91.22
288,Product288,Home,4142.46
289,Product289,Home,4767.55
290,Product290,Books,4333.07
291,Product291,Clothing,1848.67
292,Product292,Clothing,3869.67
293,Product293,Sports,2337.21
294,Product294,Home,25.83
295,Product295,Home,3381.45
296,Product296,Home,3016.63
297,Product297,Books,3626.92
298,Product298,Home,1849.34
299,Product299,Sports,1800.75
300,Product300,Books,4783.43
301,Product301,Sports,4252.36
302,Product302,Books,4860.29
303,Product303,Home,3390.49
304,Product304,Home,1774.13
305,Product305,Sports,3274.1
306,Product306,Sports,4853.1
307,Product307,Sports,4083.84
308,Product308,Home,1833.42
309,Product309,Electronics,3780.66
310,Product310,Sports,2484.48
311,Product311,Sports,2942.93
312,Product312,Clothing,3155.75
313,Product313,Books,4713.18
314,Product314,Sports,121.82
315,Product315,Home,4623.59
316,Product316,Sports,1341.2
317,Product317,Sports,1505.86
318,Product318,Books,2934.46
319,Product319,Home,1080.06
320,Product320,Home,4807.26
321,Product321,Electronics,822.81
322,Product322,Electronics,2113.29
323,Product323,Clothing,3513.3
324,Product324,Sports,956.53
325,Product325,Electronics,3590.85
326,Product326,Sports,568.35
327,Product327,Electronics,4487.46
328,Product328,Books,3320.54
329,Product329,Clothing,1601.13
330,Product330,Books,1616.75
331,Product331,Clothing,1214.0
332,Product332,Books,4691.76
333,Product333,Books,2432.37
334,Product334,Clothing,3160.87
335,Product335,Home,459.28
336,Product336,Clothing,4763.05
337,Product337,Electronics,2278.7
338,Product338,Books,1926.08
339,Product339,Clothing,2028.71
340,Product340,Home,4469.79
341,Product341,Sports,3358.02
342,Product342,Books,1504.49
343,Product343,Electronics,1157.61
344,Product344,Clothing,2519.08
345,Product345,Books,3622.52
346,Product346,Books,4904.39
347,Product347,Sports,595.31
348,Product348,Home,236.63
349,Product349,Electronics,2523.58
350,Product350,Electronics,2348.62
351,Product351,Clothing,729.81
352,Product352,Home,3307.52
353,Product353,Sports,2536.76
354,Product354,Home,3509.27
355,Product355,Electronics,1003.98
356,Product356,Clothing,3823.19
357,Product357,Electronics,1444.66
358,Product358,Clothing,2000.96
359,Product359,Clothing,3680.11
360,Product360,Clothing,3925.68
361,Product361,Sports,3755.4
362,Product362,Electronics,1358.72
363,Product363,Sports,1366.95
364,Product364,Books,1028.94
365,Product365,Sports,58.03
366,Product366,Books,557.59
367,Product367,Home,3255.92
368,Product368,Books,1761.33
369,Product369,Books,1778.52
370,Product370,Books,2626.0
371,Product371,Electronics,1931.39
372,Product372,Electronics,4047.26
373,Product373,Home,4697.57
374,Product374,Books,2451.41
375,Product375,Home,1496.54
376,Product376,Books,1339.2
377,Product377,Home,2633.67
378,Product378,Sports,1330.49
379,Product379,Sports,21.97
380,Product380,Clothing,3119.5
381,Product381,Clothing,4349.79
382,Product382,Clothing,2918.18
383,Product383,Home,164.46
384,Product384,Clothing,2657.83
385,Product385,Sports,3630.3
386,Product386,Clothing,2191.79
387,Product387,Electronics,2861.05
388,Product388,Electronics,2794.66
389,Product389,Clothing,834.65
390,Product390,Electronics,3549.63
391,Product391,Sports,3730.46
392,Product392,Home,1520.34
393,Product393,Electronics,4992.83
394,Product394,Sports,3620.27
395,Product395,Electronics,1618.69
396,Product396,Sports,3757.52
397,Product397,Clothing,4547.28
398,Product398,Books,4920.78
399,Product399,Clothing,1228.21
400,Product400,Clothing,1876.1
401,Product401,Home,4632.62
402,Product402,Home,4988.56
403,Product403,Sports,3376.26
404,Product404,Clothing,4167.83
405,Product405,Books,634.06
406,Product406,Books,4249.23
407,Product407,Clothing,653.15
408,Product408,Books,3379.69
409,Product409,Home,4214.7
410,Product410,Clothing,3371.54
411,Product411,Electronics,3930.27
412,Product412,Electronics,857.2
413,Product413,Books,2398.08
414,Product414,Clothing,2967.0
415,Product415,Electronics,3255.31
416,Product416,Sports,3806.21
417,Product417,Sports,3514.64
418,Product418,Clothing,2619.99
419,Product419,Home,3099.4
420,Product420,Books,4496.37
421,Product421,Sports,2668.01
422,Product422,Home,3537.65
423,Product423,Books,1069.12
424,Product424,Home,915.26
425,Product425,Sports,2736.21
426,Product426,Home,2128.28
427,Product427,Clothing,2358.46
428,Product428,Home,2082.71
429,Product429,Clothing,86.02
430,Product430,Electronics,3638.67
431,Product431,Electronics,2761.59
432,Product432,Books,501.52
433,Product433,Home,4768.69
434,Product434,Home,2607.27
435,Product435,Clothing,743.57
436,Product436,Books,227.06
437,Product437,Home,1716.58
438,Product438,Clothing,941.72
439,Product439,Home,103.99
440,Product440,Electronics,4475.18
441,Product441,Books,959.8
442,Product442,Clothing,2625.72
443,Product443,Books,4214.03
444,Product444,Clothing,2333.3
445,Product445,Books,1298.01
446,Product446,Sports,3705.36
447,Product447,Electronics,3530.7
448,Product448,Home,4997.29
449,Product449,Clothing,1462.43
450,Product450,Home,2308.72
451,Product451,Electronics,4862.69
452,Product452,Books,4104.08
453,Product453,Home,2651.72
454,Product454,Electronics,1510.23
455,Product455,Clothing,2971.15
456,Product456,Sports,3879.16
457,Product457,Clothing,2184.9
458,Product458,Electronics,1069.27
459,Product459,Books,4079.23
460,Product460,Clothing,3034.36
461,Product461,Sports,1021.07
462,Product462,Electronics,1655.42
463,Product463,Sports,2495.94
464,Product464,Books,3673.88
465,Product465,Clothing,3370.36
466,Product466,Sports,565.11
467,Product467,Home,1586.58
468,Product468,Home,2707.28
469,Product469,Books,4195.4
470,Product470,Clothing,269.1
471,Product471,Books,4494.32
472,Product472,Electronics,404.73
473,Product473,Sports,461.14
474,Product474,Electronics,1471.56
475,Product475,Books,4607.83
476,Product476,Sports,1436.97
477,Product477,Clothing,3152.23
478,Product478,Home,537.6
479,Product479,Home,2827.4
480,Product480,Sports,418.98
481,Product481,Sports,2275.58
482,Product482,Books,1206.2
483,Product483,Home,1332.51
484,Product484,Books,1280.35
485,Product485,Clothing,4740.75
486,Product486,Electronics,3866.65
487,Product487,Clothing,4430.73
488,Product488,Clothing,4684.61
489,Product489,Home,1364.11
490,Product490,Electronics,3547.67
491,Product491,Clothing,3659.44
492,Product492,Books,4759.96
493,Product493,Books,1415.54
494,Product494,Electronics,1081.88
495,Product495,Home,911.88
496,Product496,Books,959.55
497,Product497,Electronics,4068.09
498,Product498,Electronics,3856.2
499,Product499,Home,1587.63
500,Product500,Sports,2014.56
501,Product501,Sports,4277.28
502,Product502,Home,2899.67
503,Product503,Books,621.97
504,Product504,Books,1707.92
505,Product505,Home,600.05
506,Product506,Clothing,2224.91
507,Product507,Books,2970.93
508,Product508,Books,2307.74
509,Product509,Home,3398.04
510,Product510,Electronics,3102.97
511,Product511,Sports,4319.36
512,Product512,Electronics,3115.63
513,Product513,Books,2152.58
514,Product514,Clothing,626.27
515,Product515,Home,1169.74
516,Product516,Home,250.17
517,Product517,Electronics,3583.96
518,Product518,Books,2930.93
519,Product519,Clothing,3835.58
520,Product520,Books,4181.77
521,Product521,Books,2942.36
522,Product522,Clothing,3691.06
523,Product523,Electronics,1398.19
524,Product524,Home,3149.59
525,Product525,Clothing,3868.12
526,Product526,Electronics,1188.51
527,Product527,Sports,3973.18
528,Product528,Sports,1778.68
529,Product529,Clothing,1281.84
530,Product530,Electronics,1799.76
531,Product531,Electronics,146.95
532,Product532,Electronics,1654.74
533,Product533,Clothing,3743.11
534,Product534,Sports,3427.45
535,Product535,Sports,3821.97
536,Product536,Electronics,641.32
537,Product537,Electronics,142.25
538,Product538,Electronics,2551.69
539,Product539,Home,4777.12
540,Product540,Home,3427.06
541,Product541,Books,531.57
542,Product542,Home,4865.76
543,Product543,Home,1895.52
544,Product544,Sports,603.52
545,Product545,Sports,313.96
546,Product546,Books,3813.55
547,Product547,Electronics,1302.71
548,Product548,Electronics,2453.86
549,Product549,Home,2215.1
550,Product550,Sports,3129.26
551,Product551,Clothing,1476.24
552,Product552,Home,1098.68
553,Product553,Home,1559.69
554,Product554,Electronics,2569.78
555,Product555,Electronics,2431.58
556,Product556,Home,3373.03
557,Product557,Clothing,751.42
558,Product558,Sports,1681.32
559,Product559,Clothing,606.05
560,Product560,Electronics,2966.74
561,Product561,Books,2570.77
562,Product562,Home,4912.45
563,Product563,Home,4087.27
564,Product564,Electronics,1635.34
565,Product565,Home,2042.02
566,Product566,Sports,1149.83
567,Product567,Home,411.21
568,Product568,Electronics,4166.82
569,Product569,Sports,1604.2
570,Product570,Books,2668.77
571,Product571,Electronics,316.69
572,Product572,Sports,5.04
573,Product573,Electronics,2852.31
574,Product574,Home,3091.58
575,Product575,Sports,679.29
576,Product576,Sports,486.3
577,Product577,Electronics,4272.65
578,Product578,Home,1998.08
579,Product579,Home,1420.0
580,Product580,Electronics,2188.91
581,Product581,Clothing,1886.2
582,Product582,Electronics,1689.99
583,Product583,Electronics,3404.32
584,Product584,Clothing,2210.3
585,Product585,Electronics,2351.05
586,Product586,Home,4741.56
587,Product587,Clothing,4540.06
588,Product588,Home,3818.58
589,Product589,Clothing,1045.61
590,Product590,Home,1537.65
591,Product591,Home,3097.86
592,Product592,Home,4764.52
593,Product593,Books,4822.94
594,Product594,Books,4518.89
595,Product595,Clothing,1843.52
596,Product596,Books,4512.58
597,Product597,Clothing,4497.19
598,Product598,Electronics,4550.15
599,Product599,Clothing,3305.7
600,Product600,Home,3529.74
601,Product601,Clothing,2831.69
602,Product602,Clothing,2044.83
603,Product603,Home,4593.61
604,Product604,Home,1675.46
605,Product605,Clothing,3164.7
606,Product606,Books,1636.11
607,Product607,Home,286.65
608,Product608,Sports,963.52
609,Product609,Home,879.09
610,Product610,Books,2685.96
611,Product611,Electronics,2794.77
612,Product612,Books,4385.89
613,Product613,Books,1952.3
614,Product614,Electronics,599.41
615,Product615,Electronics,2211.07
616,Product616,Books,4877.69
617,Product617,Books,4399.43
618,Product618,Home,3131.8
619,Product619,Clothing,700.51
620,Product620,Books,3887.97
621,Product621,Clothing,532.56
622,Product622,Electronics,111.06
623,Product623,Books,948.34
624,Product624,Sports,634.86
625,Product625,Sports,1670.61
626,Product626,Clothing,4255.73
627,Product627,Books,4185.3
628,Product628,Electronics,8.28
629,Product629,Home,2985.05
630,Product630,Sports,2132.29
631,Product631,Electronics,3231.4
632,Product632,Sports,411.86
633,Product633,Clothing,178.68
634,Product634,Sports,1871.1
635,Product635,Clothing,3283.5
636,Product636,Sports,629.47
637,Product637,Electronics,1051.43
638,Product638,Home,2628.83
639,Product639,Clothing,1741.82
640,Product640,Home,3614.13
641,Product641,Electronics,4523.86
642,Product642,Home,2970.98
643,Product643,Home,3284.95
644,Product644,Sports,1567.59
645,Product645,Sports,1690.73
646,Product646,Clothing,3601.56
647,Product647,Books,61.34
648,Product648,Clothing,4230.46
649,Product649,Clothing,1785.51
650,Product650,Electronics,2733.3
651,Product651,Home,1601.35
652,Product652,Books,3837.12
653,Product653,Clothing,2062.05
654,Product654,Home,3392.88
655,Product655,Books,3872.18
656,Product656,Electronics,2623.75
657,Product657,Sports,4327.49
658,Product658,Clothing,1826.72
659,Product659,Electronics,253.18
660,Product660,Books,663.05
661,Product661,Electronics,2405.53
662,Product662,Books,4634.75
663,Product663,Books,442.49
664,Product664,Electronics,1860.26
665,Product665,Books,8.42
666,Product666,Clothing,2243.68
667,Product667,Sports,4113.08
668,Product668,Electronics,1199.11
669,Product669,Clothing,894.69
670,Product670,Home,3088.45
671,Product671,Sports,2351.24
672,Product672,Clothing,2595.77
673,Product673,Electronics,4647.91
674,Product674,Books,2085.51
675,Product675,Electronics,345.42
676,Product676,Home,4731.64
677,Product677,Clothing,754.52
678,Product678,Sports,2082.44
679,Product679,Books,4415.21
680,Product680,Sports,2911.43
681,Product681,Sports,973.29
682,Product682,Electronics,3350.73
683,Product683,Electronics,4318.42
684,Product684,Home,4074.14
685,Product685,Electronics,37.31
686,Product686,Books,734.06
687,Product687,Home,530.46
688,Product688,Electronics,4977.39
689,Product689,Clothing,15.75
690,Product690,Books,355.91
691,Product691,Clothing,3434.66
692,Product692,Home,4319.74
693,Product693,Sports,3782.39
694,Product694,Electronics,745.99
695,Product695,Electronics,4353.55
696,Product696,Sports,700.37
697,Product697,Sports,2407.44
698,Product698,Home,4733.94
699,Product699,Books,4890.33
700,Product700,Sports,1394.6
701,Product701,Home,3334.37
702,Product702,Home,4194.82
703,Product703,Clothing,3629.49
704,Product704,Home,2308.98
705,Product705,Clothing,3210.33
706,Product706,Sports,1343.15
707,Product707,Books,1054.64
708,Product708,Clothing,4942.38
709,Product709,Sports,259.14
710,Product710,Home,1860.17
711,Product711,Clothing,4055.89
712,Product712,Home,1089.26
713,Product713,Clothing,2862.74
714,Product714,Electronics,4400.24
715,Product715,Electronics,3204.32
716,Product716,Clothing,2979.52
717,Product717,Home,4007.15
718,Product718,Sports,3443.2
719,Product719,Books,1301.62
720,Product720,Electronics,814.29
721,Product721,Home,2467.2
722,Product722,Sports,3518.75
723,Product723,Electronics,3189.26
724,Product724,Electronics,4536.56
725,Product725,Sports,49.01
726,Product726,Home,1127.05
727,Product727,Clothing,987.74
728,Product728,Books,975.21
729,Product729,Electronics,3315.31
730,Product730,Books,4135.84
731,Product731,Books,2347.57
732,Product732,Sports,4857.56
733,Product733,Clothing,3848.21
734,Product734,Books,2796.96
735,Product735,Electronics,4762.49
736,Product736,Sports,1095.45
737,Product737,Sports,451.43
738,Product738,Clothing,3090.79
739,Product739,Sports,3746.34
740,Product740,Books,2793.57
741,Product741,Sports,380.87
742,Product742,Home,2208.37
743,Product743,Electronics,4367.53
744,Product744,Electronics,1370.55
745,Product745,Electronics,4446.44
746,Product746,Clothing,136.68
747,Product747,Home,3845.26
748,Product748,Sports,53.23
749,Product749,Books,3440.96
750,Product750,Sports,1360.17
751,Product751,Books,785.55
752,Product752,Home,1385.41
753,Product753,Books,3234.58
754,Product754,Electronics,2829.05
755,Product755,Sports,2241.69
756,Product756,Sports,369.76
757,Product757,Clothing,4670.46
758,Product758,Home,2987.35
759,Product759,Books,3292.06
760,Product760,Sports,4611.03
761,Product761,Sports,265.01
762,Product762,Clothing,1351.51
763,Product763,Home,2594.84
764,Product764,Books,964.71
765,Product765,Home,1257.51
766,Product766,Home,2988.4
767,Product767,Home,2376.33
768,Product768,Books,4525.41
769,Product769,Electronics,2545.77
770,Product770,Home,2724.17
771,Product771,Electronics,1101.75
772,Product772,Electronics,3995.3
773,Product773,Books,1269.08
774,Product774,Electronics,4673.62
775,Product775,Books,1892.6
776,Product776,Books,3708.99
777,Product777,Books,1834.18
778,Product778,Clothing,2352.75
779,Product779,Sports,93.02
780,Product780,Clothing,3354.42
781,Product781,Clothing,3394.92
782,Product782,Sports,1975.9
783,Product783,Sports,3172.59
784,Product784,Sports,531.93
785,Product785,Clothing,2660.52
786,Product786,Sports,1752.2
787,Product787,Sports,3717.76
788,Product788,Clothing,406.23
789,Product789,Books,2031.07
790,Product790,Electronics,2710.33
791,Product791,Books,4942.83
792,Product792,Home,1431.78
793,Product793,Books,84.87
794,Product794,Sports,1184.04
795,Product795,Home,177.27
796,Product796,Home,1254.92
797,Product797,Clothing,952.04
798,Product798,Sports,3399.15
799,Product799,Electronics,2200.48
800,Product800,Sports,2846.5
801,Product801,Sports,4099.32
802,Product802,Clothing,4566.01
803,Product803,Sports,2668.6
804,Product804,Electronics,4158.01
805,Product805,Sports,4307.88
806,Product806,Books,3462.69
807,Product807,Home,1054.12
808,Product808,Clothing,778.14
809,Product809,Electronics,2592.77
810,Product810,Books,1309.08
811,Product811,Books,1582.25
812,Product812,Books,2938.56
813,Product813,Home,812.28
814,Product814,Home,3602.7
815,Product815,Clothing,768.42
816,Product816,Clothing,1253.19
817,Product817,Sports,4386.57
818,Product818,Books,1064.97
819,Product819,Electronics,3244.05
820,Product820,Sports,2616.66
821,Product821,Clothing,2063.28
822,Product822,Books,2077.81
823,Product823,Home,1357.46
824,Product824,Clothing,1362.84
825,Product825,Home,4842.34
826,Product826,Electronics,3398.5
827,Product827,Home,4785.39
828,Product828,Books,4049.7
829,Product829,Sports,3961.28
830,Product830,Books,3192.77
831,Product831,Home,4799.18
832,Product832,Electronics,368.3
833,Product833,Home,2266.75
834,Product834,Sports,2803.45
835,Product835,Sports,4473.57
836,Product836,Clothing,4100.58
837,Product837,Electronics,2042.07
838,Product838,Home,2642.23
839,Product839,Electronics,2579.85
840,Product840,Sports,1923.53
841,Product841,Home,1399.92
842,Product842,Books,172.73
843,Product843,Books,4036.64
844,Product844,Home,2138.97
845,Product845,Clothing,896.29
846,Product846,Sports,768.02
847,Product847,Books,570.32
848,Product848,Clothing,448.71
849,Product849,Electronics,3065.84
850,Product850,Electronics,1247.24
851,Product851,Sports,3522.74
852,Product852,Home,3013.42
853,Product853,Home,767.67
854,Product854,Home,3303.85
855,Product855,Books,3386.51
856,Product856,Clothing,3228.72
857,Product857,Electronics,3979.75
858,Product858,Electronics,1328.94
859,Product859,Home,4994.73
860,Product860,Electronics,616.9
861,Product861,Books,794.44
862,Product862,Electronics,1630.29
863,Product863,Books,4376.4
864,Product864,Books,2898.05
865,Product865,Sports,4433.28
866,Product866,Books,940.96
867,Product867,Clothing,2309.22
868,Product868,Clothing,1548.84
869,Product869,Clothing,3291.85
870,Product870,Home,1857.97
871,Product871,Home,2399.93
872,Product872,Home,3886.31
873,Product873,Home,841.97
874,Product874,Sports,3384.39
875,Product875,Sports,1523.07
876,Product876,Books,2907.9
877,Product877,Books,4374.64
878,Product878,Home,4897.93
879,Product879,Books,1400.65
880,Product880,Sports,1594.83
881,Product881,Books,2644.72
882,Product882,Sports,2586.32
883,Product883,Sports,4340.41
884,Product884,Electronics,2607.9
885,Product885,Clothing,1875.85
886,Product886,Sports,1488.74
887,Product887,Clothing,1468.41
888,Product888,Home,4774.11
889,Product889,Sports,2211.04
890,Product890,Books,149.1
891,Product891,Sports,4609.2
892,Product892,Books,2678.59
893,Product893,Clothing,2360.17
894,Product894,Home,1408.54
895,Product895,Books,1866.69
896,Product896,Clothing,844.29
897,Product897,Electronics,667.8
898,Product898,Clothing,2197.7
899,Product899,Clothing,1832.53
900,Product900,Home,4093.3
901,Product901,Electronics,3856.5
902,Product902,Electronics,1579.83
903,Product903,Home,2414.92
904,Product904,Books,1645.09
905,Product905,Electronics,319.54
906,Product906,Clothing,853.01
907,Product907,Electronics,1650.43
908,Product908,Sports,659.04
909,Product909,Clothing,1697.2
910,Product910,Books,303.84
911,Product911,Books,3702.22
912,Product912,Sports,3311.94
913,Product913,Books,4612.1
914,Product914,Home,4190.52
915,Product915,Sports,4840.44
916,Product916,Sports,1677.13
917,Product917,Clothing,449.48
918,Product918,Home,3154.79
919,Product919,Books,4176.45
920,Product920,Sports,2553.02
921,Product921,Home,2850.46
922,Product922,Home,1929.71
923,Product923,Electronics,9.55
924,Product924,Electronics,4485.15
925,Product925,Electronics,3738.64
926,Product926,Electronics,4158.55
927,Product927,Clothing,2104.17
928,Product928,Books,341.93
929,Product929,Sports,2945.29
930,Product930,Home,939.19
931,Product931,Clothing,3067.47
932,Product932,Electronics,1585.2
933,Product933,Clothing,3984.07
934,Product934,Sports,1306.7
935,Product935,Electronics,4417.16
936,Product936,Clothing,2226.2
937,Product937,Sports,2021.17
938,Product938,Books,3130.68
939,Product939,Books,1304.46
940,Product940,Books,3008.18
941,Product941,Books,3500.47
942,Product942,Clothing,26.17
943,Product943,Books,1147.96
944,Product944,Electronics,4462.07
945,Product945,Home,3408.03
